cue,response,count
aftakeling,ziekte,16
aftakeling,dementie,14
aftasten,voelen,37
aftasten,voorzichtig,22
aftasten,zoeken,18
aftasten,proberen,17
aftellen,nieuwjaar,31
aftellen,rekenen,10
aftellen,vakantie,10
aftellen,lancering,9
aftelrijmpje,kinderen,28
aftelrijmpje,kind,18
aftelrijmpje,school,14
aftelversje,kinderen,26
aftelversje,rijmpje,19
aftelversje,school,11
aftrap,voetbal,93
aftrap,begin,28
aftrap,start,21
aftrap,bal,15
aftrekken,rekenen,28
aftrekken,optellen,24
aftrekken,min,17
aftrekken,masturberen,14
aftrekker,dweil,23
aftrekker,kuisen,19
aftrekker,water,14
aftrekker,poetsen,13
afval,vuil,27
afval,sorteren,19
afval,vuilbak,15
afval,containerpark,12
afvalbak,vuilnis,27
afvalbak,vuil,20
afvalbak,sorteren,18
afvalbak,stank,15
afvallen,dieet,38
afvallen,vermageren,36
afvallen,gewicht,19
afvallen,dik,15
afvegen,bord,25
afvegen,kuisen,18
afvegen,vuil,18
afvegen,tafel,16
afvoer,riool,37
afvoer,water,22
afvoer,buis,16
afvoer,verstopt,11
afvragen,denken,20
afvragen,vraagteken,15
afvragen,nadenken,14
afwachten,geduld,29
afwachten,tijd,21
afwachten,wachten,15
afwas,water,23
afwas,vaat,21
afwas,machine,14
afwas,dreft,10
afwasbak,water,39
afwasbak,vaat,19
afwasbak,afwas,16
afwasbak,keuken,15
afwasborstel,afwas,22
afwasborstel,vaat,21
afwasborstel,vuil,17
afwasborstel,water,14
afwasmachine,water,20
afwasmachine,gemakkelijk,16
afwasmachine,vaat,16
afwasmachine,keuken,13
afwassen,water,23
afwassen,afdrogen,16
afwassen,vaat,13
afwassen,afwasmachine,10
afwegen,weegschaal,28
afwegen,nadenken,12
afwegen,twijfelen,12
afwegen,wikken,11
afwerken,gedaan,17
afwerken,afmaken,14
afwerken,einde,14
afwerking,einde,18
afwerking,mooi,13
afwerking,gedaan,12
afwezig,weg,41
afwezig,ziek,33
afwezig,dromen,15
afwezig,aanwezig,13
afwijken,anders,25
afwijken,norm,14
afwijken,veranderen,6
afwijkend,anders,43
afwijkend,gedrag,21
afwijkend,abnormaal,20
afwijkend,raar,10
afwijking,handicap,24
afwijking,anders,23
afwijking,abnormaal,14
afwijking,fout,11
afwijzen,negeren,20
afwijzen,liefde,12
afwijzen,negatief,11
afwisseling,variatie,37
afwisseling,verandering,26
afwisseling,anders,13
afzakken,broek,51
afzakken,café,9
afzakken,dalen,9
afzeggen,afspraak,32
afzeggen,annuleren,26
afzeggen,spijtig,7
afzet,markt,27
afzet,verkoop,24
afzet,economie,10
afzetten,bedriegen,25
afzetten,auto,19
afzetten,geld,11
afzetten,droppen,9
afzien,pijn,53
afzien,lijden,32
afzien,sport,11
afzien,zweten,9
afzienbaar,tijd,32
afzienbaar,binnenkort,28
afzienbaar,kort,10
afzijdig,alleen,19
afzijdig,neutraal,14
afzijdig,apart,10
afzondering,alleen,53
afzondering,eenzaam,23
afzondering,quarantaine,14
afzondering,apart,13
afzuigkap,keuken,41
afzuigkap,dampkap,40
afzuigkap,koken,34
afzuigkap,lawaai,23
agalev,groen,57
agalev,politiek,27
agalev,partij,12
agenda,afspraken,25
agenda,druk,18
agenda,planning,15
agenda,werk,13
agent,politie,51
agent,blauw,19
agent,boete,19
agent,verkeer,18
agressie,geweld,26
agressie,woede,21
agressie,kwaad,20
agressie,slaan,18
agressief,kwaad,29
agressief,geweld,14
agressief,vechten,14
agressief,woede,11
aids,ziekte,42
aids,afrika,28
aids,hiv,20
aids,dood,15
aikido,japan,25
aikido,sport,19
aikido,gevechtssport,13
airbag,auto,79
airbag,veiligheid,31
airbag,ongeval,20
airbag,ongeluk,11
airco,koud,35
airco,fris,18
airco,auto,17
airco,zomer,16
ajuin,wenen,35
ajuin,tranen,26
ajuin,groente,16
ajuin,huilen,15
akelig,eng,45
akelig,bang,24
akelig,donker,20
akelig,vies,19
akker,boer,63
akker,veld,35
akker,landbouw,20
akker,graan,13
akkers,velden,35
akkers,boer,27
akkers,graan,17
akkers,landbouw,16
akkoord,overeenkomst,26
akkoord,ok,19
akkoord,muziek,14
akkoord,goed,13
akte,notaris,68
akte,huis,16
akte,officieel,14
akte,vertrouwen,11
aktie,doen,24
aktie,beweging,14
aktie,ondernemen,14
aktie,reactie,14
aktief,bezig,26
aktief,sport,26
aktief,passief,16
aktief,werken,15
aktiviteit,sport,18
aktiviteit,bezigheid,15
aktiviteit,werk,14
aktiviteit,hobby,13
al,reeds,74
al,alles,22
al,nu,21
al,gedaan,10
alarm,gevaar,23
alarm,sirene,23
alarm,brand,15
alarm,lawaai,14
albatros,vogel,70
albatros,zee,34
albatros,groot,13
albert,koning,91
albert,naam,11
albert,paola,11
albino,wit,76
albino,rode ogen,39
albino,konijn,29
albino,rood,17
album,foto,53
album,fotos,31
album,cd,20
album,muziek,19
alchemie,scheikunde,27
alchemie,chemie,13
alchemie,goud,12
alcohol,bier,52
alcohol,zat,26
alcohol,wijn,19
alcohol,dronken,17
alert,wakker,20
alert,waakzaam,14
alert,aandachtig,13
alert,oplettend,13
alfa,beta,49
alfa,grieks,29
alfa,omega,26
alfa,begin,16
alfabet,letters,52
alfabet,abc,32
alfabet,lezen,14
alfabet,taal,14
alge,zee,50
alge,groen,35
alge,wier,22
algebra,wiskunde,84
algebra,moeilijk,22
algebra,rekenen,15
algebra,school,15
algemeen,globaal,16
algemeen,alles,14
algemeen,iedereen,14
algemeen,vaag,12
alhoewel,maar,23
alhoewel,toch,17
alhoewel,hoewel,15
alhoewel,nochtans,14
alias,anders,17
alias,schuilnaam,16
alias,bijnaam,14
alibi,misdaad,31
alibi,moord,28
alibi,politie,26
alinea,tekst,40
alinea,boek,22
alinea,paragraaf,20
alinea,regel,17
allah,god,62
allah,islam,44
allah,moslim,26
allah,geloof,11
alle,iedereen,52
alle,allemaal,32
alle,alles,24
alle,veel,24
allebei,samen,51
allebei,twee,49
allebei,beiden,22
allebei,beide,21
alledaags,gewoon,73
alledaags,saai,24
alledaags,normaal,17
alleen,eenzaam,57
alleen,enkel,15
alleen,rust,14
allemaal,iedereen,74
allemaal,samen,27
allemaal,groep,19
allemaal,allen,17
allen,iedereen,63
allen,samen,42
allen,allemaal,17
allen,groep,14
allerbest,super,19
allerbest,goed,17
allerbest,beste,12
allerbest,top,9
allergie,jeuk,33
allergie,niezen,26
allergie,uitslag,15
allergie,hooikoorts,9
allergisch,jeuk,27
allergisch,niezen,23
allergisch,uitslag,17
allergisch,stof,11
allerheiligen,kerkhof,26
allerheiligen,allerzielen,25
allerheiligen,november,24
allerheiligen,feestdag,19
allerlei,vanalles,30
allerlei,veel,28
allerlei,verschillende,17
allerlei,rommel,16
allerzielen,allerheiligen,40
allerzielen,kerkhof,32
allerzielen,november,16
allerzielen,feestdag,15
alles,veel,41
alles,niets,28
alles,iedereen,22
allicht,waarschijnlijk,39
allicht,zeker,34
allicht,wellicht,20
allochtoon,buitenlander,34
allochtoon,vreemdeling,30
allochtoon,marokkaan,8
allochtoon,turk,8
almanak,kalender,65
almanak,agenda,9
almanak,scheurkalender,9
alom,overal,85
alom,tegenwoordig,22
alom,altijd,11
alpen,bergen,66
alpen,sneeuw,50
alpen,wandelen,15
alpen,zwitserland,12
als,dan,46
als,indien,38
als,wanneer,28
als,voorwaarde,20
alsjeblief,beleefd,38
alsjeblief,smeken,21
alsjeblief,dank u,17
alsjeblief,geven,16
alsof,doen,17
alsof,nep,15
alsof,vals,12
alstublieft,beleefd,39
alstublieft,dankuwel,18
alstublieft,beleefdheid,14
alstublieft,geven,13
alt,stem,27
alt,muziek,26
alt,viool,16
alt,sopraan,15
altaar,kerk,76
altaar,priester,36
altaar,mis,19
altaar,pastoor,19
alternatief,anders,39
alternatief,keuze,26
alternatief,mogelijkheid,16
alternatief,optie,9
altijd,nooit,33
altijd,steeds,33
altijd,immer,27
altijd,eeuwig,24
altviool,muziek,58
altviool,orkest,21
altviool,instrument,15
altviool,klassiek,15
alvast,zeker,47
alvast,nu,19
alvast,reeds,17
alvorens,eerst,39
alvorens,voordat,36
alvorens,vooraleer,25
alvorens,eer,9
alweer,opnieuw,53
alweer,terug,20
alweer,weeral,20
alweer,nog eens,19
alzheimer,vergeten,38
alzheimer,ziekte,35
alzheimer,oud,32
alzheimer,film,16
amandel,noot,70
amandel,keel,39
amandel,lekker,18
amandel,marsepein,15
amandelen,keel,43
amandelen,noten,37
amandelen,operatie,21
amandelen,pijn,13
amateur,liefhebber,28
amateur,toneel,25
amateur,hobby,18
amateur,beginner,8
amateuristisch,onprofessioneel,17
amateuristisch,slecht,16
amateuristisch,toneel,15
amateuristisch,amateur,11
amazone,paard,52
amazone,vrouw,37
amazone,rivier,25
amazone,woud,16
ambacht,stiel,26
ambacht,werk,21
ambacht,beroep,20
ambacht,kunst,10
ambassade,buitenland,39
ambassade,ambassadeur,21
ambassade,land,17
ambassade,gebouw,10
amber,kleur,48
amber,meisjesnaam,20
amber,naam,12
ambetant,vervelend,61
ambetant,lastig,24
ambetant,irritant,15
ambeteren,pesten,25
ambeteren,plagen,23
ambeteren,vervelend,21
ambiance,sfeer,45
ambiance,feest,28
ambiance,plezier,19
ambiance,gezellig,15
ambitie,carrière,17
ambitie,werk,13
ambitie,streven,12
ambitie,hogerop,9
ambitieus,carrière,14
ambitieus,werk,11
ambitieus,streven,9
ambivalent,dubbel,17
ambivalent,dubbelzinnig,9
ambivalent,onduidelijk,9
ambiëren,willen,27
ambiëren,ambitie,22
ambiëren,streven,14
ambras,ruzie,68
ambras,boel,9
ambras,vechten,9
ambt,werk,36
ambt,ambtenaar,21
ambt,beroep,20
ambt,job,17
ambtenaar,overheid,15
ambtenaar,bediende,14
ambtenaar,staat,14
ambtenaar,gemeente,13
ambulance,sirene,27
ambulance,ziekenhuis,22
ambulance,ongeval,21
ambulance,ziekenwagen,21
amen,gebed,48
amen,kerk,39
amen,einde,23
amen,uit,16
amerika,bush,55
amerika,groot,19
amerika,oorlog,14
amerika,vlag,9
amfibie,kikker,51
amfibie,water,24
amfibie,dier,23
amper,nauwelijks,46
amper,weinig,32
amper,bijna,25
amper,bijna niet,12
amputatie,been,45
amputatie,arm,23
amputatie,ledematen,15
amputatie,afzetten,13
amulet,bijgeloof,20
amulet,geluksbrenger,17
amulet,geluk,16
amusant,leuk,56
amusant,grappig,24
amusant,plezierig,19
amusant,plezant,18
amusement,plezier,46
amusement,lachen,20
amusement,leuk,12
amusement,vrienden,11
amuseren,plezier,38
amuseren,vrienden,28
amuseren,lachen,25
amuseren,leuk,12
analist,computer,19
analist,onderzoek,10
analist,analyse,9
analogie,hetzelfde,18
analogie,overeenkomst,15
analogie,gelijkenis,14
analoog,digitaal,27
analoog,gelijk,20
analoog,hetzelfde,18
analyse,onderzoek,42
analyse,bloed,15
analyse,ontleden,15
analyse,wiskunde,12
analyseren,ontleden,37
analyseren,onderzoeken,25
analyseren,bestuderen,15
analyseren,uitpluizen,11
analytisch,wiskunde,22
analytisch,ontleden,17
analytisch,denken,13
analytisch,ontledend,11
ananas,fruit,46
ananas,geel,42
ananas,lekker,26
anarchie,chaos,33
anarchie,wanorde,15
anarchie,opstand,14
anatomie,lichaam,49
anatomie,skelet,20
anatomie,geneeskunde,16
ander,persoon,15
ander,iemand,12
ander,ik,12
andere,mensen,21
andere,verschillend,10
andere,anders,9
anderen,vrienden,25
anderen,mensen,20
anderen,zij,16
anderlecht,voetbal,80
anderlecht,brussel,23
anderlecht,paars,13
anders,verschillend,25
anders,vreemd,16
anders,ongewoon,8
andersom,omgekeerd,54
andersom,verkeerd,30
andersom,anders,18
andersom,achterstevoren,13
andijvie,groente,54
andijvie,groen,32
andijvie,lekker,24
andijvie,bitter,12
anekdote,verhaal,48
anekdote,grappig,21
anekdote,verhaaltje,21
anekdote,grap,15
angel,bij,60
angel,wesp,50
angel,pijn,37
angel,steek,18
angst,bang,27
angst,schrik,23
angst,donker,15
angst,vrees,15
angstaanjagend,bang,41
angstaanjagend,schrik,18
angstaanjagend,eng,17
angstaanjagend,vreselijk,11
angsthaas,bangerik,36
angsthaas,bang,33
angsthaas,schrik,22
angsthaas,konijn,15
angstig,bang,63
angstig,schrik,30
angstig,donker,24
angstig,vrees,9
anijs,smaak,25
anijs,drank,15
anijs,kruid,14
anijs,pastis,13
anjer,bloem,83
anjer,roos,15
anjer,rood,11
anjer,rozen,11
anker,boot,60
anker,schip,41
anker,zee,35
anker,water,16
anno,jaar,52
anno,geschiedenis,22
anno,jaartal,21
anno,latijn,18
annuleren,afzeggen,33
annuleren,reis,19
annuleren,stoppen,14
annuleren,computer,11
anoniem,naamloos,21
anoniem,geheim,11
anoniem,naam,10
anorexia,mager,55
anorexia,ziekte,29
anorexia,ziek,23
anorexia,magerzucht,17
ansjovis,pizza,42
ansjovis,vis,37
ansjovis,zout,29
ansjovis,zee,13
antenne,tv,48
antenne,radio,43
antenne,televisie,21
antenne,auto,19
anti,tegen,80
anti,pro,14
anti,negatief,13
anti,contra,11
antibiotica,ziek,28
antibiotica,ziekte,23
antibiotica,geneesmiddel,17
antibiotica,dokter,14
anticonceptie,pil,73
anticonceptie,condoom,41
anticonceptie,zwanger,14
anticonceptie,spiraal,11
antiek,oud,75
antiek,duur,18
antiek,kast,18
antiek,meubels,15
antiloop,dier,39
antiloop,afrika,35
antiloop,snel,19
antiloop,hert,15
antilope,dier,40
antilope,afrika,30
antilope,snel,23
antilope,hert,14
antithese,tegenstelling,25
antithese,synthese,12
antithese,these,11
antraciet,grijs,38
antraciet,zwart,34
antraciet,kleur,27
antraciet,kolen,27
antropologie,mensen,23
antropologie,studie,21
antropologie,menskunde,16
antropoloog,mens,18
antropoloog,onderzoeker,16
antropoloog,mensen,15
antwerpen,stad,44
antwerpen,haven,22
antwerpen,schelde,18
antwerpen,provincie,11
antwoord,vraag,72
antwoord,fout,13
antwoord,juist,11
antwoordapparaat,telefoon,52
antwoordapparaat,inspreken,12
antwoordapparaat,vervelend,12
antwoordapparaat,boodschap,10
antwoorden,vragen,42
antwoorden,vraag,21
antwoorden,brief,7
anus,poep,24
anus,gat,23
anus,aars,19
anus,achterwerk,15
apart,alleen,36
apart,speciaal,28
apart,gescheiden,20
apart,anders,16
apathie,onverschillig,14
apathie,lusteloos,8
apathie,sympathie,8
apekool,larie,62
apekool,onzin,38
apekool,zever,12
apekop,scheldwoord,22
apekop,aap,16
apekop,zoo,15
apekop,lelijk,13
apen,dierentuin,26
apen,zoo,23
apen,banaan,14
apen,dieren,12
aperitief,champagne,17
aperitief,gezellig,17
aperitief,lekker,17
aperitief,alcohol,14
apostel,jezus,43
apostel,bijbel,23
apostel,volgeling,13
apostel,kerk,12
apostelen,jezus,57
apostelen,twaalf,25
apostelen,bijbel,24
apostelen,leerlingen,13
apotheek,pillen,25
apotheek,ziek,25
apotheek,medicijnen,22
apotheek,dokter,17
apotheker,ziek,36
apotheker,medicijnen,23
apotheker,dokter,19
apotheker,pillen,15
apparaat,toestel,50
apparaat,machine,21
apparaat,computer,12
apparaat,keuken,11
appartement,klein,28
appartement,flat,18
appartement,huis,15
appartement,hoog,13
appel,fruit,29
appel,groen,28
appel,boom,25
appel,peer,22
appelblauwzeegroen,kleur,45
appelblauwzeegroen,zee,32
appelblauwzeegroen,mooi,10
appelboom,boomgaard,38
appelboom,appel,27
appelboom,bloesem,23
appelboom,fruit,20
appelen,peren,54
appelen,fruit,51
appelen,gezond,20
appelen,lekker,14
appelflap,bakker,31
appelflap,lekker,31
appelflap,zoet,17
appelflap,appel,15
appelmoes,lekker,24
appelmoes,kip,23
appelmoes,zoet,22
appelmoes,appel,13
appels,fruit,41
appels,peren,33
appels,gezond,26
appels,lekker,17
appelsap,zoet,23
appelsap,lekker,18
appelsap,gezond,17
appelsap,appel,15
appelsien,oranje,58
appelsien,fruit,24
appelsien,sap,20
appelsien,spanje,14
appeltaart,lekker,48
appeltaart,warm,17
appeltaart,ijs,13
appeltaart,kaneel,10
applaus,optreden,20
applaus,publiek,16
applaus,handen,15
applaus,klappen,15
appreciatie,waardering,33
appreciatie,dank,8
appreciatie,positief,8
april,lente,52
april,maand,33
april,pasen,24
april,mei,23
aquamarijn,kleur,41
aquamarijn,blauw,36
aquamarijn,zee,16
aquarel,schilderij,51
aquarel,verf,26
aquarel,waterverf,25
aquarel,water,18
aquarium,water,60
aquarium,vissen,52
aquarium,vis,42
aquarium,planten,20
arabier,tulband,22
arabier,olie,16
arabier,hoofddoek,15
arabier,woestijn,14
arabisch,taal,37
arabisch,islam,19
arabisch,schrift,11
arabisch,cultuur,10
arbeid,werk,50
arbeid,werken,24
arbeid,loon,14
arbeid,geld,13
arbeider,fabriek,24
arbeider,werken,22
arbeider,werk,15
arbeider,bediende,12
arbeiders,fabriek,33
arbeiders,werken,31
arbeiders,werk,15
arbeiders,werkers,12
archeologie,geschiedenis,23
archeologie,oudheid,18
archeologie,opgravingen,16
archeologie,oud,14
archeoloog,geschiedenis,28
archeoloog,egypte,15
archeoloog,oudheid,15
archeoloog,zand,14
archief,oud,30
archief,papier,15
archief,boeken,12
archief,stof,12
architect,huis,57
architect,tekenen,27
architect,plan,17
architect,bouwen,12
architecturaal,gebouw,30
architecturaal,kunst,19
architecturaal,architect,15
architecturaal,bouwkundig,13
architectuur,gebouw,26
architectuur,gebouwen,18
architectuur,huis,15
architectuur,kunst,15
ardennen,vakantie,21
ardennen,wandelen,18
ardennen,bossen,16
ardennen,bos,15
arena,stierengevecht,15
arena,romeinen,14
arena,spanje,14
arena,stieren,13
arend,vogel,53
arend,vliegen,16
arend,groot,15
arend,roofvogel,13
argument,discussie,43
argument,reden,34
argument,ruzie,19
argument,debat,14
argwaan,wantrouwen,28
argwaan,achterdocht,20
argwaan,achterdochtig,7
argwanend,achterdochtig,25
argwanend,onzeker,13
argwanend,wantrouwen,12
argwanend,wantrouwig,10
aria,opera,54
aria,muziek,28
aria,lied,20
ark,dieren,53
ark,boot,39
ark,noah,27
ark,noach,18
arm,been,28
arm,rijk,27
arm,hand,26
arm,lichaamsdeel,14
armband,goud,35
armband,juweel,35
armband,mooi,17
armband,vrouw,12
armen,benen,48
armen,ledematen,23
armen,handen,16
armen,rijken,13
armoe,geld,24
armoe,honger,17
armoe,afrika,13
armoe,derde wereld,7
armoede,geld,26
armoede,honger,26
armoede,afrika,13
armoede,miserie,8
armoedig,arm,13
armoedig,geld,12
armoedig,sjofel,11
armoedig,krot,10
aroma,geur,58
aroma,koffie,33
aroma,lekker,24
aroma,smaak,24
aromatisch,geur,40
aromatisch,geurig,24
aromatisch,lekker,20
aromatisch,koffie,13
arrangeren,regelen,56
arrangeren,in orde brengen,13
arrangeren,foefelen,10
arrestatie,politie,64
arrestatie,gevangenis,19
arrestatie,handboeien,15
arrestatie,aanhouding,13
arresteren,politie,71
arresteren,gevangenis,24
arresteren,aanhouden,23
arresteren,handboeien,19
arriveren,aankomen,83
arriveren,trein,14
arriveren,vliegtuig,8
arrogant,hautain,12
arrogant,onbeleefd,10
arrogant,dikke nek,8
arrogant,dikkenek,7
arrogantie,dikke nek,11
arrogantie,air,7
arrogantie,hooghartig,7
arsenaal,wapens,50
arsenaal,leger,28
arsenaal,opslagplaats,13
articuleren,duidelijk,35
articuleren,spreken,29
articuleren,mond,22
articuleren,praten,19
artiest,zanger,34
artiest,kunstenaar,28
artiest,kunst,18
artiest,muziek,14
artificieel,kunstmatig,61
artificieel,onecht,24
artificieel,nep,18
artikel,krant,65
artikel,tijdschrift,27
artikel,lezen,20
artikel,tekst,12
artisjok,groente,52
artisjok,pizza,23
artisjok,eten,16
artistiek,kunst,50
artistiek,creatief,19
artistiek,schilderij,16
artistiek,mooi,14
artrose,pijn,45
artrose,ziekte,18
artrose,oud,16
artrose,gewrichten,15
arts,dokter,63
arts,ziek,21
arts,ziekte,16
arts,geneesheer,14
as,vuur,25
as,dood,21
as,urne,18
as,sigaret,16
asbak,sigaret,44
asbak,stank,29
asbak,roken,26
asbak,vies,18
asfalt,weg,41
asfalt,zwart,39
asfalt,straat,21
asfalt,pek,11
asiel,hond,24
asiel,dieren,21
asiel,honden,15
asiel,mensen,9
asociaal,eenzaam,13
asociaal,alleen,12
asociaal,eenzaat,12
aspect,deel,40
aspect,onderdeel,35
aspect,kant,13
aspect,facet,10
asperges,wit,38
asperges,soep,19
asperges,lang,16
asperges,groente,15
aspireren,ademen,15
aspireren,ambitie,15
aspireren,willen,8
aspirine,hoofdpijn,61
aspirine,medicijn,17
aspirine,ziek,14
aspirine,pijn,13
assen,auto,22
assen,wiskunde,18
assen,wielen,11
assen,grafiek,9
assepoester,sprookje,37
assepoester,prins,27
assepoester,schoen,19
assepoester,pompoen,17
assertief,opkomen,12
assertief,mondig,11
assertief,zelfzeker,11
assistent,helper,32
assistent,hulp,26
assistent,dokter,16
assisteren,helpen,71
assisteren,bijstaan,30
assisteren,operatie,13
assortiment,keuze,36
assortiment,winkel,19
assortiment,aanbod,13
assortiment,verzameling,11
aster,bloem,77
aster,ster,11
aster,herfst,10
astma,adem,23
astma,hoesten,23
astma,ziekte,20
astma,longen,17
astrologie,sterren,55
astrologie,horoscoop,26
astrologie,sterrenkunde,16
astrologie,hemel,11
astronaut,ruimte,57
astronaut,raket,26
astronaut,maan,24
astronaut,zweven,12
astronomie,sterren,67
astronomie,heelal,22
astronomie,hemel,13
astronomie,ruimte,13
asymmetrisch,ongelijk,39
asymmetrisch,scheef,28
asymmetrisch,wiskunde,10
asymmetrisch,niet gelijk,8
atelier,kunst,42
atelier,werkplaats,24
atelier,schilderen,22
atelier,kunstenaar,21
aten,eten,43
aten,gegeten,15
aten,lekker,14
athene,griekenland,65
athene,acropolis,16
athene,stad,16
athene,oudheid,14
atheneum,school,67
atheneum,middelbaar,12
atheneum,latijn,9
atheneum,opleiding,9
atlas,wereld,43
atlas,boek,22
atlas,kaart,21
atlas,aardrijkskunde,19
atleet,sport,44
atleet,lopen,24
atleet,atletiek,16
atleet,spieren,14
atletiek,lopen,52
atletiek,sport,44
atletiek,piste,18
atletiek,hoogspringen,12
atletisch,sport,32
atletisch,sportief,27
atletisch,gespierd,25
atletisch,sterk,16
atmosfeer,lucht,49
atmosfeer,aarde,20
atmosfeer,ruimte,18
atmosfeer,sfeer,18
atol,eiland,51
atol,koraal,14
atol,zee,12
atomen,chemie,26
atomen,scheikunde,18
atomen,klein,13
atoom,bom,45
atoom,chemie,26
atoom,klein,22
atoom,molecule,12
atoombom,hiroshima,37
atoombom,oorlog,33
atoombom,dood,16
atoombom,japan,10
atrium,ruimte,15
atrium,romeinen,12
atrium,latijn,9
attent,lief,45
attent,vriendelijk,24
attent,oplettend,17
attent,aardig,16
attentie,aandacht,48
attentie,cadeau,20
attentie,geschenk,18
attentie,lief,15
attitude,houding,68
attitude,gedrag,28
attitude,air,12
attractie,kermis,55
attractie,pretpark,50
attractie,aantrekking,12
attractie,achtbaan,11
au,pijn,88
au,zeer,17
au,wond,9
aub,beleefd,38
aub,alstublieft,24
aub,vraag,15
aub,dank u,13
aubergine,groente,46
aubergine,paars,29
aubergine,eten,19
auditie,toneel,35
auditie,acteur,14
auditie,film,13
auditie,zenuwen,12
augurk,zuur,54
augurk,groen,43
augurk,komkommer,21
augurk,groente,18
augurken,groen,51
augurken,zuur,36
augurken,bokaal,11
augustus,zomer,63
augustus,vakantie,51
augustus,maand,26
augustus,zon,14
aula,universiteit,45
aula,zaal,19
aula,les,17
aula,groot,15
aura,licht,14
aura,kleuren,10
aura,aureool,8
aureool,engel,30
aureool,heilig,21
aureool,heilige,21
australie,kangoeroe,43
australie,land,17
australie,ver,17
australie,aboriginals,15
australië,kangoeroe,53
australië,warm,18
australië,ver,14
